138	 																																																																																																														
2 inch mortar	14	112	3	8	2	4	25	25	10	300	1	1	11	2	10	2	441	0	0	0	1	0	0	0	-1	1	-1	2	-1	0	12	0	4	0	-1	40	-1	40	-1	-1	1	-1	1	-1	0	350	0	350	0	-1	100	-1	100	-1	-1	200	-1	200	-1	-1	300	-1	300	-1	-1	460	-1	460	-1	-1	5	-1	3	-1	-1	5	-1	3	-1	-1	5	-1	3	-1	-1	5	-1	3	-1	-1	3	-1	1	-1	-1	2	-1	0	-1	-1	2	-1	0	-1	-1	1	-1	0	-1	13	0
7.5cm KwK40 L/48	15	15	1	9	1	7	80	80	5	0	1	1	0	5	5	10	452	0	0	0	0	0	0	0	0	2	-1	2	-1	4	14	0	0	0	20	20	-1	20	-1	0	0	-1	0	-1	431	431	0	398	0	350	350	-1	350	-1	750	750	-1	750	-1	1250	1250	-1	1250	-1	1750	1500	-1	1500	-1	130	35	-1	5	-1	116	30	-1	5	-1	105	30	-1	5	-1	103	30	-1	5	-1	2	7	-1	1	-1	0	5	-1	0	-1	0	3	-1	0	-1	0	2	-1	0	-1	27	0
M3 75mm	16	16	1	9	1	7	80	80	5	0	1	1	0	5	5	10	452	0	0	0	0	0	0	0	0	2	-1	2	-1	4	15	0	0	0	20	20	-1	20	-1	0	0	-1	0	-1	431	431	0	398	0	250	250	-1	250	-1	500	500	-1	500	-1	1000	1000	-1	1000	-1	1500	1500	-1	1500	-1	94	36	-1	4	-1	90	32	-1	4	-1	78	32	-1	4	-1	70	30	-1	4	-1	2	7	-1	1	-1	0	5	-1	0	-1	0	3	-1	0	-1	0	2	-1	0	-1	111	0
Vickers .303 MMG	17	78	1	7	0	7	2	100	5	200	250	6	90	20	9	3	475	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	6	-1	-1	-1	-1	0	-1	-1	-1	-1	372	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	8	-1	-1	-1	-1	6	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0
8.8cm FlaK 36	18	18	1	9	1	7	40	40	3	200	1	1	0	5	5	5	464	0	0	0	0	0	0	0	0	2	-1	2	-1	4	20	0	0	0	20	20	-1	20	-1	0	0	-1	0	-1	476	431	0	398	0	450	400	-1	400	-1	800	750	-1	750	-1	1250	1000	-1	1000	-1	2000	1500	-1	1500	-1	158	45	-1	5	-1	142	40	-1	5	-1	132	40	-1	5	-1	116	40	-1	5	-1	2	9	-1	1	-1	0	6	-1	0	-1	0	4	-1	0	-1	0	3	-1	0	-1	16	0
3 inch Mortar	19	19	3	8	2	4	30	30	10	1000	1	1	125	8	10	2	441	0	0	0	1	0	0	0	-1	2	-1	2	-1	0	16	0	4	0	-1	200	-1	200	-1	-1	1	-1	1	-1	0	431	0	350	0	-1	205	-1	205	-1	-1	210	-1	210	-1	-1	1000	-1	1000	-1	-1	3000	-1	3000	-1	-1	8	-1	4	-1	-1	8	-1	3	-1	-1	8	-1	3	-1	-1	8	-1	3	-1	-1	5	-1	1	-1	-1	4	-1	0	-1	-1	3	-1	0	-1	-1	2	-1	0	-1	17	0
8cm Granatwerfer	20	20	3	8	2	4	30	30	10	1000	1	1	125	8	10	2	441	0	0	0	0	0	0	0	-1	2	-1	2	-1	0	16	0	4	0	-1	200	-1	200	-1	-1	1	-1	1	-1	0	431	0	350	0	-1	205	-1	205	-1	-1	210	-1	210	-1	-1	1000	-1	1000	-1	-1	3000	-1	3000	-1	-1	8	-1	4	-1	-1	8	-1	3	-1	-1	8	-1	3	-1	-1	8	-1	3	-1	-1	5	-1	1	-1	-1	4	-1	0	-1	-1	3	-1	0	-1	-1	2	-1	0	-1	17	0
8.8cm KwK43 L/71	21	21	1	9	1	7	50	50	1	0	1	1	0	5	5	5	464	0	0	0	0	0	0	0	0	2	1	2	-1	4	20	6	0	0	20	20	-1	20	-1	0	0	-1	0	-1	431	431	0	398	0	500	400	-1	400	-1	1000	750	-1	750	-1	1500	1200	-1	1200	-1	2000	1500	-1	1500	-1	227	45	-1	5	-1	204	40	-1	5	-1	190	40	-1	5	-1	176	35	-1	5	-1	2	9	-1	1	-1	0	6	-1	0	-1	0	4	-1	0	-1	0	3	-1	0	-1	16	0
5cm KwK39 L/60	22	22	1	9	1	6	55	55	3	0	1	1	0	5	5	5	452	0	0	0	0	0	0	0	0	1	-1	-1	0	4	8	0	0	2	20	20	-1	-1	20	0	0	-1	-1	0	476	431	0	0	398	250	250	-1	-1	250	750	400	-1	-1	750	1000	750	-1	-1	1000	1500	1250	-1	-1	1500	93	30	-1	-1	140	70	30	-1	-1	88	62	25	-1	-1	72	49	20	-1	-1	48	1	4	-1	-1	1	0	3	-1	-1	0	0	2	-1	-1	0	0	1	-1	-1	0	18	0
M6 37mm	23	23	1	9	1	7	50	40	3	0	1	1	0	5	5	5	464	0	0	0	0	0	0	1	0	1	-1	-1	0	4	6	0	0	2	20	20	-1	-1	20	0	0	-1	-1	0	431	431	0	0	350	250	250	-1	-1	25	500	500	-1	-1	40	750	750	-1	-1	45	1100	1100	-1	-1	50	74	30	-1	-1	15	68	30	-1	-1	10	63	25	-1	-1	8	56	20	-1	-1	4	1	2	-1	-1	15	0	1	-1	-1	10	-1	1	-1	-1	5	-1	1	-1	-1	2	108	0
2cm KwK38 L/55	24	24	1	9	1	7	10	80	3	0	20	2	0	5	15	5	452	0	0	0	0	0	0	0	0	0	-1	-1	-1	4	4	0	0	0	20	20	-1	-1	-1	0	0	-1	-1	-1	431	431	0	0	0	200	200	-1	-1	-1	500	400	-1	-1	-1	750	600	-1	-1	-1	1000	1000	-1	-1	-1	43	20	-1	-1	-1	33	15	-1	-1	-1	28	10	-1	-1	-1	23	5	-1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	-1	118	0
7.5cm Kwk 42 L/70	25	25	1	9	1	7	80	80	3	0	1	1	0	5	5	5	452	0	0	0	0	0	0	0	0	2	-1	2	-1	4	14	0	0	0	20	20	-1	20	-1	0	0	-1	0	-1	431	431	0	398	0	500	350	-1	350	-1	900	650	-1	650	-1	1300	1000	-1	1000	-1	2300	1600	-1	1600	-1	180	32	-1	4	-1	152	28	-1	4	-1	135	28	-1	4	-1	109	28	-1	4	-1	2	7	-1	1	-1	0	5	-1	0	-1	0	3	-1	0	-1	0	2	-1	0	-1	14	0
8.8cm KwK36 L/56	26	26	1	9	1	7	50	50	3	0	1	1	0	5	5	5	464	0	0	0	0	0	0	0	0	2	-1	2	-1	4	20	0	0	0	20	20	-1	20	-1	0	0	-1	0	-1	431	431	0	398	0	450	400	-1	400	-1	800	750	-1	750	-1	1250	1000	-1	1000	-1	2000	1500	-1	1500	-1	158	45	-1	5	-1	142	40	-1	5	-1	132	40	-1	5	-1	116	40	-1	5	-1	2	9	-1	1	-1	0	6	-1	0	-1	0	4	-1	0	-1	0	3	-1	0	-1	16	0
OPEN	27	27	1	9	1	7	80	80	1	200	1	1	5	5	5	5	464	0	0	0	0	0	0	0	0	2	0	2	-1	1	8	0	1	0	20	20	20	20	-1	0	0	0	0	-1	398	398	398	314	0	40	40	40	40	-1	-1	150	150	150	-1	500	500	500	500	-1	2000	2000	2000	2000	-1	132	40	205	4	-1	114	40	205	4	-1	82	40	205	4	-1	80	40	205	4	-1	1	25	1	1	-1	1	18	1	1	-1	1	9	1	1	-1	1	4	1	1	-1	27	0
7.5cm KwK37 L/24	28	34	1	9	1	7	60	60	5	0	1	1	0	5	5	5	452	0	0	0	0	0	0	0	-1	2	1	2	-1	0	15	4	0	0	-1	20	20	20	-1	-1	0	0	0	-1	0	431	398	398	0	-1	100	100	100	-1	-1	500	250	500	-1	-1	850	500	850	-1	-1	1250	1150	1250	-1	-1	30	115	3	-1	-1	30	115	3	-1	-1	30	115	3	-1	-1	25	115	3	-1	-1	7	2	1	-1	-1	5	1	0	-1	-1	3	1	0	-1	-1	2	-1	0	-1	19	0
OPEN	29	29	1	13	0	3	4	100	3	50	250	6	23	15	8	3	431	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	5	-1	-1	-1	-1	0	-1	-1	-1	-1	398	0	0	0	0	30	-1	-1	-1	-1	100	-1	-1	-1	-1	300	-1	-1	-1	-1	1000	-1	-1	-1	-1	7	-1	-1	-1	-1	5	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0
ZFGew 256(r)	30	30	-1	1	0	7	30	100	12	0	5	1	9	1	5	3	476	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	2	-1	-1	-1	-1	0	-1	-1	-1	-1	431	0	0	0	0	100	-1	-1	-1	-1	200	-1	-1	-1	-1	300	-1	-1	-1	-1	800	-1	-1	-1	-1	12	-1	-1	-1	-1	11	-1	-1	-1	-1	10	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0
Mauser K 98 ZF	31	31	0	1	0	7	15	100	12	0	5	1	9	1	5	3	482	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	2	-1	-1	-1	-1	0	-1	-1	-1	-1	431	0	0	0	0	100	-1	-1	-1	-1	200	-1	-1	-1	-1	300	-1	-1	-1	-1	800	-1	-1	-1	-1	12	-1	-1	-1	-1	11	-1	-1	-1	-1	10	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0
5cm Pak38	32	22	1	9	1	7	50	50	3	200	1	1	0	5	5	5	452	0	0	0	0	0	0	0	0	1	-1	-1	0	4	8	0	0	4	20	20	-1	-1	20	0	0	-1	-1	0	431	431	0	0	431	350	250	-1	-1	500	600	500	-1	-1	750	900	750	-1	-1	1000	1250	1100	-1	-1	1250	93	30	-1	-1	132	76	30	-1	-1	88	64	25	-1	-1	72	55	20	-1	-1	59	1	4	-1	-1	1	0	3	-1	-1	0	0	2	-1	-1	0	0	1	-1	-1	0	18	0
2.8cm sPzB 41	33	40	1	9	1	7	40	20	1	200	1	1	0	0	5	5	452	0	0	0	0	0	0	0	0	0	-1	-1	-1	4	4	0	0	0	20	20	-1	-1	-1	-1	0	-1	-1	-1	431	431	0	0	0	200	200	-1	-1	-1	500	500	-1	-1	-1	750	600	-1	-1	-1	1000	1000	-1	-1	-1	75	20	-1	-1	-1	56	15	-1	-1	-1	44	10	-1	-1	-1	34	5	-1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	-1	118	0
7.5cm IG 18	34	34	1	9	0	7	50	50	10	200	1	1	0	5	5	5	452	0	0	0	0	0	0	0	-1	2	1	2	-1	0	20	4	0	0	-1	20	20	20	-1	-1	0	0	0	-1	0	431	398	398	0	-1	100	100	100	-1	-1	400	250	400	-1	-1	750	500	750	-1	-1	1500	1150	1500	-1	-1	30	88	5	-1	-1	30	88	5	-1	-1	25	88	5	-1	-1	15	88	5	-1	-1	8	2	1	-1	-1	6	1	0	-1	-1	4	1	0	-1	-1	3	1	0	-1	19	0
Leichtes MG42	35	35	1	13	0	7	2	50	5	60	50	8	26	6	8	3	452	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	3	-1	-1	-1	-1	0	-1	-1	-1	-1	350	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1000	-1	-1	-1	-1	8	-1	-1	-1	-1	6	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	0
OPEN	36	36	3	12	2	4	2	300	15	0	1	1	0	2	0	0	452	1	0	0	0	0	0	0	-1	-1	-1	2	-1	0	0	0	0	0	-1	-1	-1	1	-1	-1	-1	-1	1	-1	0	0	0	256	0	-1	-1	-1	10	-1	-1	-1	-1	15	-1	-1	-1	-1	20	-1	-1	-1	-1	30	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	22	0
"2"" Bomb Thrower"	37	128	3	12	2	4	5	50	15	0	1	1	0	2	0	0	423	1	0	0	0	0	0	0	-1	-1	-1	2	-1	0	0	0	0	0	-1	-1	-1	20	-1	-1	-1	-1	1	-1	0	0	0	256	0	-1	-1	-1	25	-1	-1	-1	-1	80	-1	-1	-1	-1	100	-1	-1	-1	-1	120	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	22	0
Nahverteidigungswaffe	38	38	3	12	2	4	2	300	15	0	1	1	0	2	0	0	452	1	0	0	0	0	0	0	-1	-1	-1	2	-1	0	0	0	0	0	-1	-1	-1	1	-1	-1	-1	-1	1	-1	0	0	0	256	0	-1	-1	-1	10	-1	-1	-1	-1	15	-1	-1	-1	-1	20	-1	-1	-1	-1	30	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	22	0
M7 3-inch Gun	39	39	1	9	1	7	50	50	3	200	1	1	0	5	5	5	464	0	0	0	0	0	0	0	0	2	-1	-1	-1	4	15	0	0	0	20	20	-1	-1	-1	0	0	-1	-1	-1	431	431	0	0	0	400	400	-1	-1	-1	800	800	-1	-1	-1	1300	1300	-1	-1	-1	1800	1800	-1	-1	-1	122	35	-1	-1	-1	107	30	-1	-1	-1	98	30	-1	-1	-1	88	30	-1	-1	-1	2	7	-1	-1	-1	0	5	-1	-1	-1	0	3	-1	-1	-1	0	2	-1	-1	-1	109	0
10.5cm StuH42 L/28	40	40	1	9	0	6	120	120	10	200	1	1	0	5	5	5	452	0	0	0	0	0	0	0	-1	3	2	3	-1	0	25	8	0	0	-1	30	20	30	-1	-1	0	0	0	-1	0	431	431	398	0	-1	300	200	300	-1	-1	550	500	550	-1	-1	850	850	850	-1	-1	2000	1400	2000	-1	-1	45	115	4	-1	-1	45	115	4	-1	-1	40	115	4	-1	-1	40	115	4	-1	-1	11	2	1	-1	-1	9	1	1	-1	-1	6	1	0	-1	-1	4	1	0	-1	112	0
Explosives	41	41	-1	6	2	7	100	100	30	0	1	1	0	10	0	0	452	1	0	0	0	0	1	0	-1	3	-1	-1	-1	0	15	0	0	0	-1	8	-1	-1	-1	-1	0	-1	-1	-1	0	350	0	0	0	-1	10	-1	-1	-1	-1	12	-1	-1	-1	-1	16	-1	-1	-1	-1	20	-1	-1	-1	-1	30	-1	-1	-1	-1	30	-1	-1	-1	-1	30	-1	-1	-1	-1	30	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	122	0
Gewehr 43ZF	42	42	-1	2	0	7	4	80	12	0	10	1	10	1	5	3	464	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	2	-1	-1	-1	-1	0	-1	-1	-1	-1	431	0	0	0	0	100	-1	-1	-1	-1	200	-1	-1	-1	-1	300	-1	-1	-1	-1	800	-1	-1	-1	-1	12	-1	-1	-1	-1	12	-1	-1	-1	-1	10	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	0
Walther P38	43	43	1	11	0	7	2	100	5	0	8	1	2	0	5	3	452	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	350	0	0	0	0	5	-1	-1	-1	-1	10	-1	-1	-1	-1	25	-1	-1	-1	-1	50	-1	-1	-1	-1	3	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	0
Bow MG34	44	44	1	7	0	7	4	100	5	0	250	6	23	15	8	3	431	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	6	-1	-1	-1	-1	0	-1	-1	-1	-1	229	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	8	-1	-1	-1	-1	7	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	1
Coax MG34	45	45	1	7	0	7	4	100	5	0	250	6	23	15	8	3	431	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	20	-1	-1	-1	-1	0	-1	-1	-1	-1	243	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	8	-1	-1	-1	-1	7	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	2
AA MG34	46	46	1	7	0	7	4	100	5	0	250	6	23	15	8	3	431	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	10	-1	-1	-1	-1	0	-1	-1	-1	-1	298	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	8	-1	-1	-1	-1	7	-1	-1	-1	-1	5	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	3
Bow .30 cal MG	47	47	1	7	0	7	4	150	5	0	250	4	45	15	7	3	441	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	6	-1	-1	-1	-1	0	-1	-1	-1	-1	229	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	9	-1	-1	-1	-1	8	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	1
Coax .30 cal MG	48	48	1	7	0	7	4	150	5	0	250	4	45	15	7	3	441	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	20	-1	-1	-1	-1	0	-1	-1	-1	-1	243	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	9	-1	-1	-1	-1	8	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	2
