16																													
0	1./AR 1716 / 716 Div	1	41																										
117	-1	121	-1	122	-1	122	-1	117	-1	121	-1	124	-1	121	-1	121	-1	-1	-1	-1	-1	-1	-1	38	-1	5	-1	-1	-1
117	-1	121	-1	122	-1	122	-1	117	-1	121	-1	124	-1	121	-1	121	-1	121	-1	69	-1	38	-1	38	-1	5	-1	5	-1
117	-1	121	-1	122	-1	122	-1	117	-1	121	-1	124	-1	121	-1	121	-1	121	-1	69	-1	4	-1	38	-1	5	-1	5	-1
117	-1	121	-1	122	-1	122	-1	117	-1	121	-1	124	-1	121	-1	121	-1	121	-1	69	-1	4	-1	4	-1	5	-1	5	-1
5	I./736/716 Div	1	4																										
63	-1	127	-1	23	-1	23	-1	89	-1	63	-1	-1	-1	-1	-1	-1	-1	21	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	-1	127	-1	127	-1	23	-1	89	-1	63	-1	23	-1	-1	-1	-1	-1	50	-1	21	-1	148	-1	6	-1	-1	-1	-1	-1
63	-1	127	-1	127	-1	23	-1	89	-1	63	-1	127	-1	23	-1	89	-1	50	-1	21	-1	148	-1	6	-1	-1	-1	-1	-1
63	-1	127	-1	127	-1	23	-1	89	-1	63	-1	127	-1	23	-1	89	-1	23	-1	50	-1	21	-1	148	-1	12	-1	6	-1
63	-1	127	-1	127	-1	23	-1	89	-1	63	-1	127	-1	23	-1	89	-1	63	-1	50	-1	21	-1	148	-1	12	-1	6	-1
6	736/716 Div	1	10																										
125	-1	127	-1	23	-1	23	-1	89	-1	63	-1	23	-1	23	-1	89	-1	21	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1
125	-1	127	-1	127	-1	23	-1	89	-1	63	-1	23	-1	23	-1	89	-1	128	-1	21	-1	21	-1	12	-1	-1	-1	-1	-1
125	-1	127	-1	127	-1	23	-1	89	-1	63	-1	127	-1	23	-1	89	-1	128	-1	50	-1	21	-1	12	-1	148	-1	-1	-1
125	-1	127	-1	127	-1	23	-1	89	-1	63	-1	127	-1	23	-1	89	-1	63	-1	128	-1	21	-1	21	-1	148	-1	12	-1
125	-1	127	-1	127	-1	23	-1	89	-1	63	-1	127	-1	23	-1	89	-1	63	-1	128	-1	50	-1	21	-1	148	-1	12	-1
7	I./736/716 Div	1	5																										
63	-1	127	-1	127	-1	23	-1	89	-1	23	-1	50	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	-1	127	-1	127	-1	23	-1	89	-1	23	-1	50	-1	21	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	-1	127	-1	127	-1	23	-1	89	-1	23	-1	50	-1	21	-1	148	-1	148	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	-1	127	-1	127	-1	23	-1	89	-1	63	-1	127	-1	23	-1	89	-1	23	-1	50	-1	21	-1	148	-1	148	-1	6	-1
63	-1	127	-1	127	-1	23	-1	89	-1	63	-1	127	-1	23	-1	89	-1	63	-1	50	-1	21	-1	148	-1	4	-1	6	-1
8	III./736/716 Div	1	3																										
63	-1	127	-1	23	-1	-1	-1	89	-1	63	-1	-1	-1	-1	-1	89	-1	21	-1	148	1164	-1	-1	-1	-1	-1	-1	-1	-1
63	-1	127	-1	127	-1	23	-1	89	-1	63	-1	-1	-1	-1	-1	89	-1	50	-1	21	-1	148	1164	6	-1	-1	-1	-1	-1
63	-1	127	-1	127	-1	23	-1	89	-1	63	-1	127	-1	23	-1	89	-1	50	-1	21	-1	148	1164	148	1296	-1	-1	-1	-1
63	-1	127	-1	127	-1	23	-1	89	-1	63	-1	127	-1	23	-1	89	-1	23	-1	50	-1	21	-1	148	1164	148	1296	6	-1
63	-1	127	-1	127	-1	23	-1	89	-1	63	-1	127	-1	23	-1	89	-1	63	-1	50	-1	21	-1	148	1164	148	1296	6	-1
9	Ost 441 / 716 Div	1	44																										
117	-1	121	-1	121	-1	121	-1	124	-1	117	-1	121	-1	121	-1	35	-1	-1	-1	149	-1	-1	-1	-1	-1	-1	-1	-1	-1
117	-1	121	-1	121	-1	121	-1	124	-1	117	-1	121	-1	121	-1	122	-1	-1	-1	149	-1	143	-1	124	-1	-1	-1	-1	-1
117	-1	121	-1	121	-1	121	-1	124	-1	117	-1	121	-1	121	-1	35	-1	122	-1	149	-1	120	-1	122	-1	143	-1	-1	-1
117	-1	121	-1	121	-1	121	-1	120	-1	117	-1	121	-1	121	-1	121	-1	122	-1	117	-1	149	-1	149	-1	4	-1	-1	-1
117	-1	121	-1	121	-1	121	-1	120	-1	117	-1	121	-1	121	-1	122	-1	122	-1	117	-1	149	-1	149	-1	4	-1	4	-1
10	elemts 21 Pz	1	42																										
53	-1	19	-1	19	-1	56	-1	89	-1	53	-1	19	-1	56	-1	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
53	-1	19	-1	19	-1	56	-1	89	-1	53	-1	19	-1	56	-1	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
53	-1	19	-1	19	-1	56	-1	89	-1	53	-1	19	-1	56	-1	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
53	-1	19	-1	19	-1	56	-1	89	-1	53	-1	19	-1	56	-1	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
53	-1	19	-1	19	-1	56	-1	89	-1	53	-1	19	-1	56	-1	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	elemts 352 ID	1	45																										
63	-1	127	-1	128	-1	128	-1	89	-1	125	-1	128	-1	128	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	-1	127	-1	128	-1	128	-1	89	-1	125	-1	128	-1	128	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	-1	127	-1	128	-1	128	-1	89	-1	125	-1	128	-1	128	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	-1	127	-1	128	-1	128	-1	89	-1	125	-1	128	-1	128	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	-1	127	-1	128	-1	128	-1	89	-1	125	-1	128	-1	128	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	elemts Panzerjager-Abt. 200	1	9																										
125	-1	67	-1	67	-1	138	-1	89	-1	125	-1	67	-1	138	-1	33	-1	21	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1
125	-1	67	-1	67	-1	138	-1	89	-1	125	-1	67	-1	138	-1	33	-1	21	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1
125	-1	67	-1	67	-1	138	-1	89	-1	125	-1	67	-1	138	-1	33	-1	21	-1	21	-1	33	-1	33	-1	-1	-1	-1	-1
125	-1	67	-1	67	-1	138	-1	89	-1	125	-1	67	-1	138	-1	33	-1	21	-1	21	-1	33	-1	33	-1	33	-1	-1	-1
125	-1	67	-1	67	-1	138	-1	89	-1	125	-1	67	-1	138	-1	33	-1	21	-1	21	-1	33	-1	33	-1	33	-1	33	-1
13	elemts 21 Pz	1	40																										
53	-1	19	-1	19	-1	56	-1	59	-1	53	-1	19	-1	56	-1	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
53	-1	19	-1	19	-1	56	-1	59	-1	53	-1	19	-1	56	-1	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
53	-1	21	-1	56	-1	119	-1	112	-1	59	-1	53	-1	112	-1	56	-1	113	-1	6	-1	144	-1	-1	-1	-1	-1	-1	-1
53	-1	21	-1	56	-1	119	-1	112	-1	60	-1	53	-1	112	-1	56	-1	113	-1	6	-1	144	-1	-1	-1	-1	-1	-1	-1
53	-1	21	-1	56	-1	119	-1	112	-1	60	-1	53	-1	112	-1	56	-1	113	-1	6	-1	144	-1	144	-1	-1	-1	-1	-1
14	elements Panzerjager-Abteilung 716	1	11																										
125	-1	164	-1	166	-1	103	-1	89	-1	89	-1	6	-1	167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
125	-1	164	-1	166	-1	103	-1	89	-1	89	-1	6	-1	167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
125	-1	21	-1	164	-1	166	-1	103	-1	89	-1	6	-1	167	-1	12	-1	164	-1	89	-1	-1	-1	-1	-1	-1	-1	-1	-1
125	-1	21	-1	164	-1	166	-1	103	-1	89	-1	89	-1	6	-1	167	-1	167	-1	164	-1	164	-1	164	-1	12	-1	89	-1
125	-1	21	-1	164	-1	166	-1	103	-1	89	-1	89	-1	6	-1	167	-1	167	-1	167	-1	164	-1	164	-1	12	-1	89	-1
15	II./726/716 Div	1	8																										
63	-1	33	-1	33	-1	23	-1	89	-1	63	-1	127	-1	21	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	-1	33	-1	33	-1	23	-1	89	-1	63	-1	127	-1	33	-1	89	-1	21	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	-1	33	-1	33	-1	23	-1	89	-1	63	-1	127	-1	33	-1	89	-1	21	-1	12	-1	12	-1	-1	-1	-1	-1	-1	-1
63	-1	33	-1	33	-1	23	-1	89	-1	63	-1	33	-1	33	-1	89	-1	63	-1	21	-1	12	-1	12	-1	-1	-1	-1	-1
63	-1	33	-1	33	-1	23	-1	89	-1	125	-1	33	-1	33	-1	127	-1	89	-1	63	-1	21	-1	6	-1	12	-1	12	-1
16	OPEN	1	63																										
131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
# Index	Name	Side	Map Index																										
#Team Class	Fixed Map	(15 pairs, 5 difficulties)																											
